BERN,CUI-less,CUI_list,MESH,OMIM,_id,wipsonkey
2393101,[],"[""C0024713"",""C5241301"",""C0005586"",""C0005587""]",D001714,[],60e2b54a7a3afc879de7700c,4920007004316
106971001,[],"[""C0030567""]",D010300,[],60e2b54b7a3afc879de77010,4920007004316
106990601,[],"[""C0751207"",""C0751208"",""C0020179"",""C0393574""]",D006816,143100,60e2b54b7a3afc879de77011,4920007004316
256014601,[],"[""C0751071"",""C0497327"",""C0338630""]",D003704,[],60e2b54b7a3afc879de77014,4920007004316
107287401,[],"[""C0236642""]",D020774,172700,60e2b54b7a3afc879de77015,4920007004316
267005501,[],"[""C0086525"",""C0015672""]",D005221,[],60e2b54b7a3afc879de77017,4920007004316
106970401,[],"[""C0751324"",""C0026769""]",D009103,126200,60e2b54b7a3afc879de77018,4920007004316
254991101,[],"[""C0747767"",""C1136393"",""C0038436"",""C0730525"",""C4505439""]",D013313,[],60e2b54b7a3afc879de77019,4920007004316
258607701,[],"[""C0524528"",""C0008074""]",D002659,[],60e2b54b7a3afc879de77020,4920007004316
107549201,[],"[""C0751620"",""C0085136""]",D016543,[],60e2b54b7a3afc879de77021,4920007004316
254324401,[],"[""C0004936"",""C0376338"",""C4046029"",""C0004930""]",D001523,[],60e2b54b7a3afc879de77022,4920007004316
254923401,[],"[""C0027765""]",D009422,[],60e2b5a47a3afc879de77034,4920007004316
261739401,[],"[""C0270611"",""C0452047"",""C0272945"",""C0085742""]",D001930,[],60e2b5a57a3afc879de77038,4920007004316
261037201,[],"[""C0795934""]",C563052,[],60e2b5a57a3afc879de7703d,4920007004316
107500901,[],"[""C0206019"",""C0001849"",""C0936243""]",D015526,[],60e2b5a57a3afc879de77042,4920007004316
107531301,[],"[""C0393561"",""C0393560"",""C0270786"",""C0600359"",""C0011269""]",D015140,[],60e2b5a57a3afc879de77043,4920007004316
106952701,[],"[""C0752347""]",D020961,127750,60e2b5a57a3afc879de77045,4920007004316
256670101,[],"[""C0038441""]",D040921,[],60e2b5a57a3afc879de7704b,4920007004316
254339601,[],"[""C0028768""]",D009771,164230,60e2b5a57a3afc879de7704d,4920007004316
258886801,[],"[""C0030319"",""C0086769""]",D016584,167870,60e2b5a57a3afc879de77053,4920007004316
262326101,[],"[""C0234238"",""C0030193"",""C0458257"",""C0751407"",""C0751408"",""C0234254"",""C0234230"",""C0458259""]",D010146,[],60e2b5a57a3afc879de77058,4920007004316
260985301,[],"[""C0270541"",""C0751251"",""C0541798"",""C0751249"",""C0917801"",""C0033139"",""C0751250"",""C0393759"",""C0021603"",""C0349255"",""C0751252""]",D007319,[],60e2b5a57a3afc879de7705a,4920007004316
107254301,[],"[""C0018817"",""C0031192"",""C0344724""]",D006344,[],60e2b5a77a3afc879de77060,4920007004316
107001701,[],"[""C0026858""]",D059352,[],60e2b5ab7a3afc879de77068,4920007004316
266858501,[],"[""C0043251"",""C0043250"",""C4046002"",""C3263723""]",D014947,[],60e2b5ab7a3afc879de7706a,4920007004316
106966501,[],"[""C0751956"",""C0038454""]",D020521,606799,60e2b5ab7a3afc879de7706b,4920007004316
106969901,[],"[""C0029408"",""C0086743"",""C4760573""]",D010003,140600,60e2b5ab7a3afc879de7706c,4920007004316
257661601,[],"[""C0009241"",""C0029947""]",D003072,[],60e2b5b47a3afc879de77081,4920007004316
261243901,[],"[""C0012634""]",D004194,[],60e2b5b47a3afc879de77084,4920007004316
254455601,[],"[""C0233766"",""C0233765"",""C0751176"",""C0233773"",""C0424082"",""C0424071"",""C0233774"",""C0233762"",""C0424083"",""C0544668"",""C0751175"",""C0029226"",""C0233776"",""C0233775"",""C0018524"",""C0563608"",""C0233763"",""C0424072"",""C0235153"",""C0233759"",""C0424068"",""C0233767"",""C0563661""]",D006212,[],60e2b5b47a3afc879de77086,4920007004316
260023201,[],"[""C0525045""]",D019964,[],60e2b5b47a3afc879de77095,4920007004316
257249901,[],"[""C0024713"",""C5241301"",""C0005586"",""C0005587""]",D001714,[],60e2b5b47a3afc879de7709a,4920007004316
259955201,[],"[""C0236792""]",D020817,608631,60e2b5b67a3afc879de770a3,4920007004316
258174001,[],"[""C0004352""]",D001321,209850,60e2b5b67a3afc879de770ae,4920007004316
255931001,[],"[""C0027746""]",D009410,[],60e2b5b67a3afc879de770af,4920007004316
254936201,[],"[""C0009241"",""C0029947""]",D003072,[],60e2b5b67a3afc879de770b2,4920007004316
255303301,[],"[""C0023186"",""C0751262"",""C1330966"",""C0751265"",""C0751263""]",D007859,[],60e2b5b67a3afc879de770b5,4920007004316
106996001,[],"[""C0080178"",""C0266508"",""C0038219""]",D016135,[],60e2b5b67a3afc879de770b9,4920007004316
258146301,[],"[""C0036659"",""C0152027"",""C0751497""]",D012678,[],60e2b5c37a3afc879de770bd,4920007004316
107483801,[],"[""C0349788""]",D019571,[],60e2b5c87a3afc879de770be,4920007004316
265433301,[],"[""C2748918""]",C567577,[],60e2b5f87a3afc879de770da,4920007004316
259688201,[],"[""C0008679"",""C0008715""]",D002908,[],60e2b5f87a3afc879de770dc,4920007004316
255886401,[],"[""C0270715"",""C0751733"",""C0524851""]",D019636,[],60e2b6017a3afc879de770df,5419046000420
106965801,[],"[""C0750900"",""C0002395"",""C0494463"",""C0011265"",""C0546126"",""C0276496"",""C0750901""]",D000544,104300,60e2b6017a3afc879de770e0,5419046000420
106971001,[],"[""C0030567""]",D010300,[],60e2b6017a3afc879de770e1,5419046000420
254142901,[],"[""C0262497"",""C0233750"",""C0002622"",""C0233796"",""C0750907"",""C0236795"",""C0750906""]",D000647,[],60e2b6017a3afc879de770e4,5419046000420
255785601,[],"[""C0751053"",""C0813178"",""C0152124"",""C0009676"",""C0233407""]",D003221,[],60e2b6017a3afc879de770e5,5419046000420
121379901,[],"[""C1321905"",""C1263846"",""C0041671""]",D001289,143465,60e2b60b7a3afc879de770ea,5419046000420
256014601,[],"[""C0751071"",""C0497327"",""C0338630""]",D003704,[],60e2b60b7a3afc879de770ec,5419046000420
106990601,[],"[""C0751207"",""C0751208"",""C0020179"",""C0393574""]",D006816,143100,60e2b60b7a3afc879de770ee,5419046000420
107255701,[],"[""C0751220"",""C0221406""]",D047748,[],60e2b60b7a3afc879de770ef,5419046000420
260079301,[],"[""C0036341""]",D012559,181500,60e2b60b7a3afc879de770f0,5419046000420
107550501,[],"[""C0751718"",""C0751716"",""C0751717"",""C0270724"",""C0338473""]",D019150,[],60e2b6147a3afc879de770f5,5419046000420
106980001,[],"[""C0242350""]",D007172,[],60e2b6147a3afc879de770fb,5419046000420
107531301,[],"[""C0393561"",""C0393560"",""C0270786"",""C0600359"",""C0011269""]",D015140,[],60e2b6157a3afc879de770ff,5419046000420
254339601,[],"[""C0028768""]",D009771,164230,60e2b6157a3afc879de77103,5419046000420
254936201,[],"[""C0009241"",""C0029947""]",D003072,[],60e2b6217a3afc879de77116,5419046000420
261037201,[],"[""C0795934""]",C563052,[],60e2b6217a3afc879de7711d,5419046000420
255931001,[],"[""C0027746""]",D009410,[],60e2b6277a3afc879de77122,5419046000420
107487501,[],"[""C0752098"",""C0752097"",""C1868675"",""C0752100"",""C0752104"",""C0752101"",""C0752105"",""C0242422"",""C0242423""]",D020734,600116,60e2b64c7a3afc879de77141,5419046000420
106917801,[],"[""C2930619"",""C0266362"",""C0392697"",""C0036875"",""C0019269"",""C2930618"",""C0033804""]",D012734,[],60e2b6597a3afc879de77144,5419046000420
261513601,[],"[""C0525041""]",D019954,[],60e2b68c7a3afc879de7714f,5419035000369
261410801,[],"[""C0012634""]",D004194,[],60e2b68c7a3afc879de77150,5419035000369
107482201,[],"[""C1527320"",""C3537146"",""C0025281""]",D008575,[],60e2b6c17a3afc879de77152,5419035000369
121379901,[],"[""C1321905"",""C1263846"",""C0041671""]",D001289,143465,60e2b6c17a3afc879de77153,5419035000369
261513601,[],"[""C0525041""]",D019954,[],60e2b6d27a3afc879de7715a,5419022000337
254991101,[],"[""C0747767"",""C1136393"",""C0038436"",""C0730525"",""C4505439""]",D013313,[],60e2b6e87a3afc879de7715f,5419022000337
260079301,[],"[""C0036341""]",D012559,181500,60e2b6e87a3afc879de77160,5419022000337
258607701,[],"[""C0524528"",""C0008074""]",D002659,[],60e2b6e87a3afc879de77161,5419022000337
256014601,[],"[""C0751071"",""C0497327"",""C0338630""]",D003704,[],60e2b6e87a3afc879de77163,5419022000337
106971001,[],"[""C0030567""]",D010300,[],60e2b6e87a3afc879de77164,5419022000337
106990601,[],"[""C0751207"",""C0751208"",""C0020179"",""C0393574""]",D006816,143100,60e2b6e87a3afc879de77165,5419022000337
255886401,[],"[""C0270715"",""C0751733"",""C0524851""]",D019636,[],60e2b6e87a3afc879de77166,5419022000337
106965801,[],"[""C0750900"",""C0002395"",""C0494463"",""C0011265"",""C0546126"",""C0276496"",""C0750901""]",D000544,104300,60e2b6e87a3afc879de77167,5419022000337
106970401,[],"[""C0751324"",""C0026769""]",D009103,126200,60e2b6e87a3afc879de77168,5419022000337
107254301,[],"[""C0018817"",""C0031192"",""C0344724""]",D006344,[],60e2b6f47a3afc879de7716a,5419022000337
106971301,[],"[""C0751071"",""C0497327"",""C0338630""]",D003704,[],60e2b6f47a3afc879de7716c,5419022000337
259420101,[],"[""C0031570"",""C0008909"",""C0349231""]",D010698,[],60e2b6f97a3afc879de7716d,5419022000337
256636501,[],"[""C0031570"",""C0008909"",""C0349231""]",D010698,[],60e2b6f97a3afc879de77170,5419022000337
107417601,[],"[""C0014072""]",D004681,[],60e2b7077a3afc879de77174,5419022000337
121379901,[],"[""C1321905"",""C1263846"",""C0041671""]",D001289,143465,60e2b72f7a3afc879de7717b,5419022000337
